Date,Public Health Unit,Cases by episode date,Cases rate by episode date,Cases by reported date,Cases rate by reported date,Hospitalizations by episode date,Hospitalizations rate by episode date,Hospitalizations by reported date,Hospalizations rate by reported date,Deaths,Deaths rate
20-10-2020,Lambton Public Health,0,0,0,0,0,0,0,0,0,0
21-10-2020,Lambton Public Health,0,0,0,0,0,0,0,0,0,0
22-10-2020,Lambton Public Health,0,0,1,0.8,0,0,0,0,0,0
23-10-2020,Lambton Public Health,0,0,1,0.8,0,0,0,0,0,0
24-10-2020,Lambton Public Health,0,0,1,0.8,0,0,0,0,0,0
25-10-2020,Lambton Public Health,0,0,1,0.8,0,0,0,0,0,0
26-10-2020,Lambton Public Health,0,0,0,0,0,0,0,0,0,0
27-10-2020,Lambton Public Health,2,1.5,0,0,0,0,0,0,0,0
28-10-2020,Lambton Public Health,1,0.8,0,0,1,0.8,0,0,0,0
29-10-2020,Lambton Public Health,1,0.8,1,0.8,0,0,1,0.8,0,0
30-10-2020,Lambton Public Health,1,0.8,0,0,1,0.8,0,0,0,0
31-10-2020,Lambton Public Health,3,2.3,1,0.8,0,0,0,0,0,0
01-11-2020,Lambton Public Health,0,0,0,0,0,0,0,0,0,0
02-11-2020,Lambton Public Health,1,0.8,2,1.5,0,0,0,0,0,0
03-11-2020,Lambton Public Health,2,1.5,1,0.8,0,0,0,0,0,0
04-11-2020,Lambton Public Health,1,0.8,0,0,0,0,0,0,0,0
05-11-2020,Lambton Public Health,0,0,2,1.5,0,0,0,0,0,0
06-11-2020,Lambton Public Health,1,0.8,0,0,0,0,0,0,0,0
07-11-2020,Lambton Public Health,1,0.8,3,2.3,0,0,0,0,0,0
08-11-2020,Lambton Public Health,0,0,0,0,0,0,0,0,0,0
09-11-2020,Lambton Public Health,1,0.8,1,0.8,0,0,1,0.8,0,0
10-11-2020,Lambton Public Health,0,0,0,0,0,0,0,0,0,0
11-11-2020,Lambton Public Health,3,2.3,1,0.8,0,0,0,0,0,0
12-11-2020,Lambton Public Health,0,0,2,1.5,0,0,0,0,0,0
13-11-2020,Lambton Public Health,1,0.8,1,0.8,0,0,0,0,0,0
14-11-2020,Lambton Public Health,2,1.5,1,0.8,0,0,0,0,0,0
15-11-2020,Lambton Public Health,0,0,1,0.8,0,0,0,0,0,0
16-11-2020,Lambton Public Health,1,0.8,4,3.1,0,0,0,0,0,0
17-11-2020,Lambton Public Health,5,3.8,0,0,0,0,0,0,0,0
18-11-2020,Lambton Public Health,2,1.5,2,1.5,0,0,0,0,0,0
19-11-2020,Lambton Public Health,2,1.5,4,3.1,0,0,0,0,0,0
20-11-2020,Lambton Public Health,4,3.1,4,3.1,0,0,0,0,0,0
21-11-2020,Lambton Public Health,0,0,1,0.8,0,0,0,0,0,0
22-11-2020,Lambton Public Health,1,0.8,1,0.8,1,0.8,0,0,0,0
23-11-2020,Lambton Public Health,1,0.8,1,0.8,0,0,1,0.8,0,0
24-11-2020,Lambton Public Health,2,1.5,1,0.8,0,0,0,0,0,0
25-11-2020,Lambton Public Health,2,1.5,0,0,0,0,0,0,0,0
26-11-2020,Lambton Public Health,3,2.3,0,0,1,0.8,0,0,0,0
27-11-2020,Lambton Public Health,2,1.5,3,2.3,0,0,1,0.8,0,0
28-11-2020,Lambton Public Health,3,2.3,0,0,0,0,0,0,0,0
29-11-2020,Lambton Public Health,2,1.5,3,2.3,0,0,0,0,0,0
30-11-2020,Lambton Public Health,7,5.3,2,1.5,1,0.8,0,0,0,0
01-12-2020,Lambton Public Health,5,3.8,4,3.1,1,0.8,0,0,0,0
02-12-2020,Lambton Public Health,4,3.1,1,0.8,0,0,0,0,0,0
03-12-2020,Lambton Public Health,3,2.3,3,2.3,1,0.8,0,0,0,0
04-12-2020,Lambton Public Health,3,2.3,7,5.3,0,0,0,0,0,0
05-12-2020,Lambton Public Health,2,1.5,0,0,1,0.8,0,0,0,0
06-12-2020,Lambton Public Health,5,3.8,3,2.3,0,0,1,0.8,1,0.8
07-12-2020,Lambton Public Health,9,6.9,5,3.8,0,0,0,0,0,0
08-12-2020,Lambton Public Health,2,1.5,1,0.8,1,0.8,0,0,0,0
09-12-2020,Lambton Public Health,8,6.1,6,4.6,0,0,1,0.8,0,0
10-12-2020,Lambton Public Health,7,5.3,3,2.3,0,0,2,1.5,0,0
11-12-2020,Lambton Public Health,8,6.1,2,1.5,0,0,0,0,0,0
12-12-2020,Lambton Public Health,7,5.3,1,0.8,0,0,0,0,0,0
13-12-2020,Lambton Public Health,11,8.4,6,4.6,0,0,0,0,0,0
14-12-2020,Lambton Public Health,16,12.2,2,1.5,0,0,0,0,1,0.8
15-12-2020,Lambton Public Health,13,9.9,6,4.6,0,0,0,0,0,0
16-12-2020,Lambton Public Health,20,15.3,12,9.2,0,0,1,0.8,0,0
17-12-2020,Lambton Public Health,24,18.3,18,13.7,0,0,0,0,1,0.8
18-12-2020,Lambton Public Health,22,16.8,9,6.9,0,0,0,0,0,0
19-12-2020,Lambton Public Health,27,20.6,20,15.3,0,0,0,0,0,0
20-12-2020,Lambton Public Health,18,13.7,8,6.1,0,0,0,0,0,0
21-12-2020,Lambton Public Health,31,23.7,12,9.2,1,0.8,0,0,0,0
22-12-2020,Lambton Public Health,44,33.6,29,22.1,0,0,0,0,0,0
23-12-2020,Lambton Public Health,37,28.3,5,3.8,2,1.5,0,0,0,0
24-12-2020,Lambton Public Health,49,37.4,18,13.7,0,0,0,0,0,0
25-12-2020,Lambton Public Health,47,35.9,15,11.5,0,0,0,0,0,0
26-12-2020,Lambton Public Health,49,37.4,50,38.2,0,0,1,0.8,0,0
27-12-2020,Lambton Public Health,63,48.1,22,16.8,0,0,0,0,0,0
28-12-2020,Lambton Public Health,70,53.4,25,19.1,1,0.8,0,0,0,0
29-12-2020,Lambton Public Health,60,45.8,29,22.1,0,0,0,0,0,0
30-12-2020,Lambton Public Health,56,42.8,20,15.3,0,0,1,0.8,0,0
31-12-2020,Lambton Public Health,38,29,93,71,0,0,0,0,0,0
01-01-2021,Lambton Public Health,41,31.3,43,32.8,0,0,1,0.8,0,0
02-01-2021,Lambton Public Health,52,39.7,72,55,1,0.8,1,0.8,0,0
03-01-2021,Lambton Public Health,35,26.7,38,29,1,0.8,0,0,0,0
04-01-2021,Lambton Public Health,62,47.3,73,55.7,2,1.5,1,0.8,0,0
05-01-2021,Lambton Public Health,33,25.2,12,9.2,1,0.8,0,0,0,0
06-01-2021,Lambton Public Health,28,21.4,40,30.5,1,0.8,1,0.8,0,0
07-01-2021,Lambton Public Health,41,31.3,50,38.2,3,2.3,1,0.8,0,0
08-01-2021,Lambton Public Health,25,19.1,28,21.4,1,0.8,0,0,0,0
09-01-2021,Lambton Public Health,34,26,56,42.8,3,2.3,3,2.3,0,0
10-01-2021,Lambton Public Health,25,19.1,87,66.4,0,0,2,1.5,0,0
11-01-2021,Lambton Public Health,32,24.4,80,61.1,1,0.8,3,2.3,0,0
12-01-2021,Lambton Public Health,16,12.2,31,23.7,0,0,1,0.8,0,0
13-01-2021,Lambton Public Health,36,27.5,31,23.7,0,0,0,0,1,0.8
14-01-2021,Lambton Public Health,34,26,27,20.6,1,0.8,0,0,2,1.5
15-01-2021,Lambton Public Health,27,20.6,42,32.1,0,0,0,0,1,0.8
16-01-2021,Lambton Public Health,7,5.3,78,59.6,0,0,1,0.8,1,0.8
17-01-2021,Lambton Public Health,4,3.1,36,27.5,0,0,0,0,0,0
18-01-2021,Lambton Public Health,27,20.6,9,6.9,0,0,1,0.8,0,0
19-01-2021,Lambton Public Health,10,7.6,24,18.3,1,0.8,0,0,0,0
20-01-2021,Lambton Public Health,15,11.5,26,19.9,0,0,1,0.8,0,0
21-01-2021,Lambton Public Health,17,13,6,4.6,0,0,1,0.8,2,1.5
22-01-2021,Lambton Public Health,9,6.9,22,16.8,1,0.8,0,0,0,0
23-01-2021,Lambton Public Health,7,5.3,10,7.6,0,0,0,0,0,0
24-01-2021,Lambton Public Health,5,3.8,14,10.7,0,0,0,0,0,0
25-01-2021,Lambton Public Health,13,9.9,5,3.8,0,0,0,0,1,0.8
26-01-2021,Lambton Public Health,10,7.6,11,8.4,0,0,0,0,0,0
27-01-2021,Lambton Public Health,4,3.1,12,9.2,0,0,0,0,0,0
28-01-2021,Lambton Public Health,6,4.6,7,5.3,0,0,0,0,1,0.8
29-01-2021,Lambton Public Health,2,1.5,11,8.4,0,0,0,0,0,0
30-01-2021,Lambton Public Health,7,5.3,4,3.1,0,0,0,0,1,0.8
31-01-2021,Lambton Public Health,1,0.8,8,6.1,0,0,0,0,0,0
01-02-2021,Lambton Public Health,12,9.2,1,0.8,0,0,0,0,0,0
02-02-2021,Lambton Public Health,3,2.3,11,8.4,0,0,0,0,0,0
03-02-2021,Lambton Public Health,7,5.3,2,1.5,0,0,0,0,3,2.3
04-02-2021,Lambton Public Health,7,5.3,0,0,0,0,0,0,1,0.8
05-02-2021,Lambton Public Health,11,8.4,15,11.5,0,0,1,0.8,1,0.8
06-02-2021,Lambton Public Health,7,5.3,1,0.8,0,0,0,0,1,0.8
07-02-2021,Lambton Public Health,7,5.3,5,3.8,0,0,0,0,0,0
08-02-2021,Lambton Public Health,18,13.7,3,2.3,0,0,0,0,0,0
09-02-2021,Lambton Public Health,7,5.3,20,15.3,1,0.8,0,0,0,0
10-02-2021,Lambton Public Health,11,8.4,9,6.9,0,0,0,0,1,0.8
11-02-2021,Lambton Public Health,21,16,5,3.8,0,0,1,0.8,0,0
12-02-2021,Lambton Public Health,14,10.7,28,21.4,0,0,0,0,0,0
13-02-2021,Lambton Public Health,14,10.7,9,6.9,0,0,0,0,1,0.8
14-02-2021,Lambton Public Health,18,13.7,8,6.1,0,0,0,0,0,0
15-02-2021,Lambton Public Health,5,3.8,8,6.1,0,0,0,0,0,0
16-02-2021,Lambton Public Health,9,6.9,7,5.3,0,0,0,0,0,0
17-02-2021,Lambton Public Health,13,9.9,12,9.2,0,0,0,0,0,0
18-02-2021,Lambton Public Health,8,6.1,11,8.4,0,0,0,0,0,0
19-02-2021,Lambton Public Health,10,7.6,9,6.9,0,0,0,0,0,0
20-02-2021,Lambton Public Health,4,3.1,18,13.7,0,0,0,0,0,0
21-02-2021,Lambton Public Health,5,3.8,11,8.4,0,0,0,0,0,0
22-02-2021,Lambton Public Health,13,9.9,2,1.5,0,0,0,0,0,0
23-02-2021,Lambton Public Health,7,5.3,4,3.1,0,0,0,0,0,0
24-02-2021,Lambton Public Health,10,7.6,5,3.8,0,0,0,0,0,0
25-02-2021,Lambton Public Health,8,6.1,14,10.7,1,0.8,0,0,0,0
26-02-2021,Lambton Public Health,12,9.2,23,17.6,1,0.8,1,0.8,0,0
27-02-2021,Lambton Public Health,2,1.5,17,13,0,0,1,0.8,0,0
28-02-2021,Lambton Public Health,0,0,12,9.2,0,0,0,0,0,0
01-03-2021,Lambton Public Health,0,0,3,2.3,0,0,0,0,0,0
15-01-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,0,0,0,0,0,0,0,0
16-01-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,0,0,0,0,0,0,0,0
17-01-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,0,0,0,0,0,0,0,0
18-01-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,0,0,0,0,0,0,0,0
19-01-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,0,0,0,0,0,0,0,0
20-01-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,0,0,0,0,0,0,0,0
21-01-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,0,0,0,0,0,0,0,0
22-01-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,0,0,0,0,0,0,0,0
23-01-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,0,0,0,0,0,0,0,0
24-01-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,0,0,0,0,0,0,0,0
25-01-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,0,0,0,0,0,0,0,0
26-01-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,0,0,0,0,0,0,0,0
27-01-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,0,0,0,0,0,0,0,0
28-01-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,0,0,0,0,0,0,0,0
29-01-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,0,0,0,0,0,0,0,0
30-01-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,0,0,0,0,0,0,0,0
31-01-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,0,0,0,0,0,0,0,0
01-02-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,0,0,0,0,0,0,0,0
02-02-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,0,0,0,0,0,0,0,0
03-02-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,0,0,0,0,0,0,0,0
04-02-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,0,0,0,0,0,0,0,0
05-02-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,0,0,0,0,0,0,0,0
06-02-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,0,0,0,0,0,0,0,0
07-02-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,0,0,0,0,0,0,0,0
08-02-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,0,0,0,0,0,0,0,0
09-02-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,0,0,0,0,0,0,0,0
10-02-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,0,0,0,0,0,0,0,0
11-02-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,0,0,0,0,0,0,0,0
12-02-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,0,0,0,0,0,0,0,0
13-02-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,0,0,0,0,0,0,0,0
14-02-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,0,0,0,0,0,0,0,0
15-02-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,0,0,0,0,0,0,0,0
16-02-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,0,0,0,0,0,0,0,0
17-02-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,0,0,0,0,0,0,0,0
18-02-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,0,0,0,0,0,0,0,0
19-02-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,0,0,0,0,0,0,0,0
20-02-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,0,0,0,0,0,0,0,0
21-02-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,0,0,0,0,0,0,0,0
22-02-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,0,0,0,0,0,0,0,0
23-02-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,0,0,0,0,0,0,0,0
24-02-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,0,0,0,0,0,0,0,0
25-02-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,0,0,0,0,0,0,0,0
26-02-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,0,0,0,0,0,0,0,0
27-02-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,0,0,0,0,0,0,0,0
28-02-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,0,0,0,0,0,0,0,0
29-02-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,0,0,0,0,0,0,0,0
01-03-2020,"Leeds, Grenville & Lanark District Health Unit",1,0.6,0,0,0,0,0,0,0,0
02-03-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,0,0,0,0,0,0,0,0
03-03-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,0,0,0,0,0,0,0,0
04-03-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,0,0,0,0,0,0,0,0
05-03-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,0,0,0,0,0,0,0,0
06-03-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,0,0,0,0,0,0,0,0
07-03-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,0,0,0,0,0,0,0,0
08-03-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,0,0,0,0,0,0,0,0
09-03-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,0,0,0,0,0,0,0,0
10-03-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,0,0,0,0,0,0,0,0
11-03-2020,"Leeds, Grenville & Lanark District Health Unit",1,0.6,0,0,1,0.6,0,0,0,0
12-03-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,0,0,0,0,0,0,0,0
13-03-2020,"Leeds, Grenville & Lanark District Health Unit",1,0.6,0,0,0,0,0,0,0,0
14-03-2020,"Leeds, Grenville & Lanark District Health Unit",2,1.2,0,0,0,0,0,0,0,0
15-03-2020,"Leeds, Grenville & Lanark District Health Unit",1,0.6,0,0,0,0,0,0,0,0
16-03-2020,"Leeds, Grenville & Lanark District Health Unit",1,0.6,0,0,0,0,0,0,0,0
17-03-2020,"Leeds, Grenville & Lanark District Health Unit",1,0.6,0,0,1,0.6,0,0,0,0
18-03-2020,"Leeds, Grenville & Lanark District Health Unit",6,3.5,0,0,0,0,0,0,0,0
19-03-2020,"Leeds, Grenville & Lanark District Health Unit",4,2.3,0,0,1,0.6,0,0,0,0
20-03-2020,"Leeds, Grenville & Lanark District Health Unit",5,2.9,0,0,0,0,0,0,0,0
21-03-2020,"Leeds, Grenville & Lanark District Health Unit",4,2.3,0,0,1,0.6,0,0,0,0
22-03-2020,"Leeds, Grenville & Lanark District Health Unit",3,1.7,0,0,1,0.6,0,0,0,0
23-03-2020,"Leeds, Grenville & Lanark District Health Unit",5,2.9,0,0,1,0.6,0,0,0,0
24-03-2020,"Leeds, Grenville & Lanark District Health Unit",7,4,0,0,2,1.2,0,0,0,0
25-03-2020,"Leeds, Grenville & Lanark District Health Unit",2,1.2,0,0,0,0,0,0,0,0
26-03-2020,"Leeds, Grenville & Lanark District Health Unit",5,2.9,2,1.2,1,0.6,1,0.6,0,0
27-03-2020,"Leeds, Grenville & Lanark District Health Unit",9,5.2,6,3.5,0,0,1,0.6,0,0
28-03-2020,"Leeds, Grenville & Lanark District Health Unit",4,2.3,4,2.3,1,0.6,0,0,0,0
29-03-2020,"Leeds, Grenville & Lanark District Health Unit",8,4.6,4,2.3,0,0,1,0.6,1,0.6
30-03-2020,"Leeds, Grenville & Lanark District Health Unit",10,5.8,10,5.8,3,1.7,4,2.3,1,0.6
31-03-2020,"Leeds, Grenville & Lanark District Health Unit",10,5.8,8,4.6,1,0.6,2,1.2,1,0.6
01-04-2020,"Leeds, Grenville & Lanark District Health Unit",18,10.4,4,2.3,1,0.6,0,0,1,0.6
02-04-2020,"Leeds, Grenville & Lanark District Health Unit",11,6.4,12,6.9,2,1.2,2,1.2,0,0
03-04-2020,"Leeds, Grenville & Lanark District Health Unit",19,11,5,2.9,4,2.3,1,0.6,1,0.6
04-04-2020,"Leeds, Grenville & Lanark District Health Unit",14,8.1,7,4,1,0.6,0,0,1,0.6
05-04-2020,"Leeds, Grenville & Lanark District Health Unit",14,8.1,9,5.2,4,2.3,2,1.2,0,0
06-04-2020,"Leeds, Grenville & Lanark District Health Unit",13,7.5,36,20.8,3,1.7,2,1.2,4,2.3
07-04-2020,"Leeds, Grenville & Lanark District Health Unit",5,2.9,24,13.9,1,0.6,9,5.2,1,0.6
08-04-2020,"Leeds, Grenville & Lanark District Health Unit",14,8.1,11,6.4,0,0,1,0.6,2,1.2
09-04-2020,"Leeds, Grenville & Lanark District Health Unit",4,2.3,17,9.8,1,0.6,1,0.6,2,1.2
10-04-2020,"Leeds, Grenville & Lanark District Health Unit",10,5.8,14,8.1,0,0,3,1.7,0,0
11-04-2020,"Leeds, Grenville & Lanark District Health Unit",25,14.4,25,14.4,3,1.7,0,0,5,2.9
12-04-2020,"Leeds, Grenville & Lanark District Health Unit",1,0.6,11,6.4,0,0,1,0.6,5,2.9
13-04-2020,"Leeds, Grenville & Lanark District Health Unit",19,11,9,5.2,0,0,1,0.6,4,2.3
14-04-2020,"Leeds, Grenville & Lanark District Health Unit",9,5.2,30,17.3,0,0,2,1.2,1,0.6
15-04-2020,"Leeds, Grenville & Lanark District Health Unit",7,4,6,3.5,2,1.2,0,0,4,2.3
16-04-2020,"Leeds, Grenville & Lanark District Health Unit",17,9.8,3,1.7,4,2.3,2,1.2,0,0
17-04-2020,"Leeds, Grenville & Lanark District Health Unit",2,1.2,1,0.6,0,0,0,0,2,1.2
18-04-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,14,8.1,0,0,0,0,4,2.3
19-04-2020,"Leeds, Grenville & Lanark District Health Unit",1,0.6,7,4,0,0,1,0.6,1,0.6
20-04-2020,"Leeds, Grenville & Lanark District Health Unit",3,1.7,2,1.2,1,0.6,2,1.2,0,0
21-04-2020,"Leeds, Grenville & Lanark District Health Unit",5,2.9,4,2.3,2,1.2,1,0.6,1,0.6
22-04-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,5,2.9,0,0,0,0,0,0
23-04-2020,"Leeds, Grenville & Lanark District Health Unit",4,2.3,3,1.7,0,0,1,0.6,0,0
24-04-2020,"Leeds, Grenville & Lanark District Health Unit",1,0.6,1,0.6,0,0,0,0,0,0
25-04-2020,"Leeds, Grenville & Lanark District Health Unit",1,0.6,3,1.7,0,0,0,0,0,0
26-04-2020,"Leeds, Grenville & Lanark District Health Unit",1,0.6,1,0.6,0,0,1,0.6,0,0
27-04-2020,"Leeds, Grenville & Lanark District Health Unit",2,1.2,3,1.7,0,0,0,0,1,0.6
28-04-2020,"Leeds, Grenville & Lanark District Health Unit",2,1.2,1,0.6,0,0,0,0,0,0
29-04-2020,"Leeds, Grenville & Lanark District Health Unit",1,0.6,6,3.5,0,0,1,0.6,0,0
30-04-2020,"Leeds, Grenville & Lanark District Health Unit",2,1.2,0,0,0,0,0,0,0,0
01-05-2020,"Leeds, Grenville & Lanark District Health Unit",1,0.6,1,0.6,0,0,0,0,1,0.6
02-05-2020,"Leeds, Grenville & Lanark District Health Unit",1,0.6,0,0,0,0,0,0,0,0
03-05-2020,"Leeds, Grenville & Lanark District Health Unit",2,1.2,0,0,1,0.6,0,0,1,0.6
04-05-2020,"Leeds, Grenville & Lanark District Health Unit",2,1.2,6,3.5,0,0,0,0,0,0
05-05-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,2,1.2,0,0,0,0,1,0.6
06-05-2020,"Leeds, Grenville & Lanark District Health Unit",2,1.2,1,0.6,0,0,0,0,0,0
07-05-2020,"Leeds, Grenville & Lanark District Health Unit",2,1.2,1,0.6,0,0,0,0,0,0
08-05-2020,"Leeds, Grenville & Lanark District Health Unit",3,1.7,2,1.2,0,0,1,0.6,0,0
09-05-2020,"Leeds, Grenville & Lanark District Health Unit",1,0.6,1,0.6,0,0,0,0,0,0
10-05-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,2,1.2,0,0,0,0,0,0
11-05-2020,"Leeds, Grenville & Lanark District Health Unit",2,1.2,0,0,0,0,0,0,1,0.6
12-05-2020,"Leeds, Grenville & Lanark District Health Unit",1,0.6,6,3.5,0,0,0,0,0,0
13-05-2020,"Leeds, Grenville & Lanark District Health Unit",2,1.2,3,1.7,0,0,0,0,1,0.6
14-05-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,0,0,0,0,0,0,1,0.6
15-05-2020,"Leeds, Grenville & Lanark District Health Unit",8,4.6,0,0,0,0,0,0,0,0
16-05-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,0,0,0,0,0,0,0,0
17-05-2020,"Leeds, Grenville & Lanark District Health Unit",1,0.6,0,0,0,0,0,0,0,0
18-05-2020,"Leeds, Grenville & Lanark District Health Unit",1,0.6,8,4.6,0,0,0,0,0,0
19-05-2020,"Leeds, Grenville & Lanark District Health Unit",1,0.6,1,0.6,0,0,0,0,0,0
20-05-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,0,0,0,0,0,0,0,0
21-05-2020,"Leeds, Grenville & Lanark District Health Unit",1,0.6,1,0.6,0,0,0,0,0,0
22-05-2020,"Leeds, Grenville & Lanark District Health Unit",1,0.6,1,0.6,0,0,0,0,0,0
23-05-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,0,0,0,0,0,0,0,0
24-05-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,1,0.6,0,0,0,0,0,0
25-05-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,0,0,0,0,0,0,0,0
26-05-2020,"Leeds, Grenville & Lanark District Health Unit",1,0.6,1,0.6,0,0,0,0,1,0.6
27-05-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,0,0,0,0,0,0,0,0
28-05-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,1,0.6,0,0,0,0,0,0
29-05-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,1,0.6,0,0,0,0,0,0
30-05-2020,"Leeds, Grenville & Lanark District Health Unit",1,0.6,0,0,0,0,0,0,0,0
31-05-2020,"Leeds, Grenville & Lanark District Health Unit",1,0.6,0,0,0,0,0,0,0,0
01-06-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,0,0,0,0,0,0,0,0
02-06-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,2,1.2,0,0,0,0,0,0
03-06-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,0,0,0,0,0,0,0,0
04-06-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,0,0,0,0,0,0,1,0.6
05-06-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,0,0,0,0,0,0,1,0.6
06-06-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,0,0,0,0,0,0,0,0
07-06-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,0,0,0,0,0,0,0,0
08-06-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,0,0,0,0,0,0,0,0
09-06-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,0,0,0,0,0,0,0,0
10-06-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,0,0,0,0,0,0,0,0
11-06-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,0,0,0,0,0,0,0,0
12-06-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,0,0,0,0,0,0,0,0
13-06-2020,"Leeds, Grenville & Lanark District Health Unit",1,0.6,0,0,0,0,0,0,0,0
14-06-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,0,0,0,0,0,0,0,0
15-06-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,1,0.6,0,0,0,0,0,0
16-06-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,0,0,0,0,0,0,0,0
17-06-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,0,0,0,0,0,0,0,0
18-06-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,0,0,0,0,0,0,0,0
19-06-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,0,0,0,0,0,0,0,0
20-06-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,0,0,0,0,0,0,0,0
21-06-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,0,0,0,0,0,0,0,0
22-06-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,0,0,0,0,0,0,0,0
23-06-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,0,0,0,0,0,0,0,0
24-06-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,0,0,0,0,0,0,0,0
25-06-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,0,0,0,0,0,0,0,0
26-06-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,0,0,0,0,0,0,0,0
27-06-2020,"Leeds, Grenville & Lanark District Health Unit",0,0,0,0,0,0,0,0,0,0
